V2.4 SHORELINES + HYDROGRAPHY MASTER


===== FILE: METRO__shoreline_metro.csv =====
SHA256: 2f8f940a4ba6986c32e996d03d1d0bbbfcc251c11ca4ddb58547d266c7274247
SIZE: 27763 bytes
-----BEGIN-----
row,landmass,west_col,east_col
    },
    {
      "row": 230,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 304
        },
        {
          "east": 303,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 205,
          "name": "StatenIsland",
          "west": 115
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 231,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 303
        },
        {
          "east": 302,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 203,
          "name": "StatenIsland",
          "west": 117
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 232,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 303
        },
        {
          "east": 302,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 200,
          "name": "StatenIsland",
          "west": 120
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 233,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 302
        },
        {
          "east": 301,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 198,
          "name": "StatenIsland",
          "west": 122
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 234,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 301
        },
        {
          "east": 300,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 195,
          "name": "StatenIsland",
          "west": 125
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 235,
      "segments": [
        {
          "east": 272,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 300
        },
        {
          "east": 299,
          "name": "Brooklyn",
          "west": 276
        },
        {
          "east": 192,
          "name": "StatenIsland",
          "west": 128
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 274
        }
      ]
    },
    {
      "row": 236,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 300
        },
        {
          "east": 299,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 189,
          "name": "StatenIsland",
          "west": 131
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 237,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 299
        },
        {
          "east": 298,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 185,
          "name": "StatenIsland",
          "west": 135
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 238,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 298
        },
        {
          "east": 297,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 180,
          "name": "StatenIsland",
          "west": 140
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 239,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 297
        },
        {
          "east": 296,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 175,
          "name": "StatenIsland",
          "west": 145
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 240,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 297
        },
        {
          "east": 296,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 160,
          "name": "StatenIsland",
          "west": 160
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 241,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 296
        },
        {
          "east": 295,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 242,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 295
        },
        {
          "east": 294,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 243,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 295
        },
        {
          "east": 294,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 244,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 294
        },
        {
          "east": 293,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 245,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 294
        },
        {
          "east": 293,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 246,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 293
        },
        {
          "east": 292,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 247,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 292
        },
        {
          "east": 291,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 248,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 292
        },
        {
          "east": 291,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 249,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 291
        },
        {
          "east": 290,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 250,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 291
        },
        {
          "east": 290,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 251,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 290
        },
        {
          "east": 289,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 252,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 290
        },
        {
          "east": 289,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 253,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 289
        },
        {
          "east": 288,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 254,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 289
        },
        {
          "east": 288,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 255,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 288
        },
        {
          "east": 287,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 256,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 288
        },
        {
          "east": 287,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 257,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 287
        },
        {
          "east": 286,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 258,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 287
        },
        {
          "east": 286,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 259,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 286
        },
        {
          "east": 285,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 275,
          "name": "RooseveltIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 260,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 286
        },
        {
          "east": 285,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 261,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 285
        },
        {
          "east": 284,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 262,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 285
        },
        {
          "east": 284,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 263,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 284
        },
        {
          "east": 283,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 264,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 284
        },
        {
          "east": 283,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 265,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 284
        },
        {
          "east": 283,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 266,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 283
        },
        {
          "east": 282,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 267,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 283
        },
        {
          "east": 282,
          "name": "Brooklyn",
          "west": 277
        }
      ]
    },
    {
      "row": 268,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 282
        },
        {
          "east": 281,
          "name": "Brooklyn",
          "west": 277
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 269,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 282
        },
        {
          "east": 281,
          "name": "Brooklyn",
          "west": 278
        },
        {
          "east": 277,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 270,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 282
        },
        {
          "east": 281,
          "name": "Brooklyn",
          "west": 279
        },
        {
          "east": 278,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 271,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 281
        },
        {
          "east": 280,
          "name": "Brooklyn",
          "west": 280
        },
        {
          "east": 279,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 272,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 281
        },
        {
          "east": 280,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 273,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 281
        },
        {
          "east": 280,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 274,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 280
        },
        {
          "east": 279,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 275,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 285,
          "name": "Bronx",
          "west": 285
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 286
        },
        {
          "east": 284,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 276,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 299,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 300
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 277,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 305,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 306
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 278,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 309,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 310
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 279,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 313,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 314
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 280,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 316,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 317
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 281,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 319,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 320
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 282,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 322,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 323
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 283,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 324,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 325
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 284,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 326,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 327
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 285,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 329,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 330
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 286,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 331,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 332
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 287,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 332,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 333
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 288,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 334,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 335
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 289,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 336,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 337
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 290,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 338,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 339
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 291,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 339,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 340
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 292,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 341,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 342
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 293,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 342,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 343
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 294,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 343,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 344
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 295,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 345,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 346
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 296,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 346,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 347
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 297,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 347,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 348
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 298,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 348,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 349
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 299,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 350,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 351
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 300,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 351,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 352
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 301,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 352,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 353
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 302,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 353,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 354
        },
        {
          "east": 276,
          "name": "RandallsIsland",
          "west": 275
        }
      ]
    },
    {
      "row": 303,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 354,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 355
        }
      ]
    },
    {
      "row": 304,
      "segments": [
        {
          "east": 273,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 355,
          "name": "Bronx",
          "west": 277
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 356
        }
      ]
    },
    {
      "row": 305,
      "segments": [
        {
          "east": 269,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 356,
          "name": "Bronx",
          "west": 273
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 357
        }
      ]
    },
    {
      "row": 306,
      "segments": [
        {
          "east": 269,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 357,
          "name": "Bronx",
          "west": 273
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 358
        }
      ]
    },
    {
      "row": 307,
      "segments": [
        {
          "east": 268,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 358,
          "name": "Bronx",
          "west": 272
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 359
        }
      ]
    },
    {
      "row": 308,
      "segments": [
        {
          "east": 268,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 359,
          "name": "Bronx",
          "west": 272
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 360
        }
      ]
    },
    {
      "row": 309,
      "segments": [
        {
          "east": 268,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 359,
          "name": "Bronx",
          "west": 272
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 360
        }
      ]
    },
    {
      "row": 310,
      "segments": [
        {
          "east": 267,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 360,
          "name": "Bronx",
          "west": 271
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 361
        }
      ]
    },
    {
      "row": 311,
      "segments": [
        {
          "east": 267,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 361,
          "name": "Bronx",
          "west": 271
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 362
        }
      ]
    },
    {
      "row": 312,
      "segments": [
        {
          "east": 266,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 362,
          "name": "Bronx",
          "west": 270
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 363
        }
      ]
    },
    {
      "row": 313,
      "segments": [
        {
          "east": 266,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 363,
          "name": "Bronx",
          "west": 270
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 364
        }
      ]
    },
    {
      "row": 314,
      "segments": [
        {
          "east": 266,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 363,
          "name": "Bronx",
          "west": 270
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 364
        }
      ]
    },
    {
      "row": 315,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 364,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 365
        }
      ]
    },
    {
      "row": 316,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 365,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 366
        }
      ]
    },
    {
      "row": 317,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 365,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 366
        }
      ]
    },
    {
      "row": 318,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 366,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 367
        }
      ]
    },
    {
      "row": 319,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 246
        },
        {
          "east": 367,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 368
        }
      ]
    },
    {
      "row": 320,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 247
        },
        {
          "east": 367,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 368
        }
      ]
    },
    {
      "row": 321,
      "segments": [
        {
          "east": 265,
          "name": "Manhattan",
          "west": 248
        },
        {
          "east": 368,
          "name": "Bronx",
          "west": 269
        },
        {
          "east": 519,
          "name": "Queens",
          "west": 369
        }
      ]
    },
    {
      "row": 322,
      "segments": [
        {
          "east": 264,
          "name": "Manhattan",
          "west": 249
        },
        {
